"","270000 ME Gulf to China","130000 West Africa to Continent","80000 North Sea to Cont","80000 Kuwait to Singapore","70000 USGC to Med","270000 USGC to China","80000 Cross Med","37000 Continent to USAC","38000 U.S.Gulf to Continent","38000 ARA to UK-Continent","30000 Algeria to Euromed","55000 ME Gulf to Japan","35000 West Coast India to Far East","35000 Singapore to Australia","80000 Mediterranean to Japan","40000 S Korea to Singapore","35000 Middle East Gulf to East Africa","90000 Middle East Gulf to UK-Continent","44000 ME Gulf to Japan"," 44000 USG to Continent","44000 USG to Japan"
"","TD3c","TD20","TD7","TD8","TD25","TD22","TD19","TC2","TC14","TC23","TC6","TC5","TC12","TC7","TC15","TC11","TC17","TC20","LPG1","LPG2","LPG3"
"BITR","65.18","109.27","139.14","187.79","151.56","8750000.00","169.89","186.94","206.43","256.67","329.44","297.50","298.75","309.29","4341667.00","109.27","391.43","7500000.00","63.43","68.60","122.14"
"BITR Change","-1.59","4.68","-0.62","0.00","4.37","-16667.00","0.28","-17.78","6.43","-3.05","-7.23","-11.25","-6.25","-1.42","-29166.00","4.68","-20.71","-243750.00","0.57","-0.40","-0.29"
"MTD","71.71","103.90","133.61","192.67","180.57","9078758.24","157.60","211.68","198.61","251.36","329.08","242.31","265.85","318.06","4433333.29","103.90","358.04","6035110.29","67.97","69.45","124.03"
"MTD Change","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"Mar-24","70.50","104.82","134.50","192.00","174.45","9.03","160.00","209.00","200.50","249.00","326.22","249.00","265.00","316.00","55.00","104.82","361.00","6.20","67.38","69.34","123.72"
"Apr-24","63.00","108.00","140.00","203.00","176.00","8.70","157.00","223.00","215.00","230.00","260.00","225.00","250.00","290.00","48.00","108.00","315.00","6.30","61.50","69.00","120.00"
"May-24","62.00","103.50","137.50","192.00","173.00","8.45","145.00","215.00","197.00","215.00","238.00","211.25","240.00","270.00","42.50","103.50","300.00","5.80","62.00","67.00","119.00"
"Jun-24","60.00","99.75","134.00","166.00","171.00","8.25","136.00","207.00","173.00","200.00","214.00","202.00","225.00","250.00","38.00","99.75","289.00","5.30","63.00","66.00","119.00"
"Jul-24","59.00","94.50","134.00","151.00","164.50","8.10","132.00","195.00","165.00","170.00","200.00","200.00","215.00","225.00","35.00","94.50","275.00","4.70","64.00","67.00","119.00"
"Q2-24","61.67","103.75","137.17","187.00","173.33","8.47","146.00","215.00","195.00","215.00","237.33","212.75","238.33","270.00","42.83","103.75","301.33","5.80","62.17","67.33","119.33"
"Q3-24","58.50","92.00","135.00","149.00","161.75","8.03","131.00","193.00","159.00","160.00","190.00","198.75","205.00","215.83","34.00","92.00","270.00","4.70","64.50","68.00","119.67"
"Q4-24","69.50","105.00","146.00","160.00","180.00","9.50","141.00","196.50","166.00","170.00","235.00","192.00","210.00","230.00","34.50","105.00","272.00","4.95","69.50","74.00","129.00"
"Cal25","13.85","92.07","10.60","22.50","33.30","32.41","14.50","28.20","29.75","10.50","13.25","40.20","40.00","37.25","32.00","15.80","28.50","4.10","62.38","67.00","118.75"
"Cal26","13.00","89.16","10.10","22.00","31.10","30.19","14.30","25.90","28.00","10.00","12.75","38.05","39.00","37.00","32.00","15.30","27.35","3.80","62.38","67.00","118.75"
"","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","",""
